title,artist,like_cnt,lyrics
정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),"6,030","Back to the day
갓 10대가 됐을 때
그때 내가 널 보지 못했다면
어땠을까 해
왜인지 외로워지는 밤에 You say
흐린 추억 속에 네게 안겨 잠드네
Yeah 친구들과의 술자리
나는 또 네 얘기를 꺼내
보고 싶다는 넋두리에 친구들 답은 뻔해
10년도 더 된 애를 사랑할 수 있냬
이제 그만 잊으래
근데 그게 잘 안돼
그래 걔 말마따나
넌 아담의 사과일 수도
But 난 신을 안 믿으니까
네 전화 바로 픽업
지금 주소 찍어
어디든 상관없어 다 갈 테니까
그건 사랑이 아냐
그건 미련이 아냐
그냥 정이라고 하자
임마 네가 뭘 알아
이건 사랑이 맞아
분명 약속했단 말이야
I know I'm wrong
그 자리에 그대로
두고 온 기억들을
더듬고 있을 때면
(You say)
그건 사랑이 아냐
그건 미련이 아냐
그냥 정리하고 가자
아메리카노보단 라떼를
맛있게 내리던 네 집 앞 카페를
매일 같이 갔었었던 그때를
내려줄게 쓰지 않아 이제는
넌 매일 밤 예뻐 예뻐
해주며 날 재워 재워
식어버린 널 데워 태워
꿈에서 날 깨워 줘
버려진 기억들 속에서
쓸만한 컷들을 찾고 있어
이미 내 곁에 더는 없는 너지만
난 너를 느낄 수 있어
닿을 듯 안 닿을 듯
떠나는 뒷모습이
왜인지 행복해 보여
너라도 행복해줘
그건 사랑이 아냐
그건 미련이 아냐
그냥 정이라고 하자
임마 네가 뭘 알아
이건 사랑이 맞아
분명 약속했단 말이야
I know I'm wrong
그 자리에 그대로
두고 온 기억들을
더듬고 있을 때면
(You say)
그건 사랑이 아냐
그건 미련이 아냐
그냥 정리하고 가자
그건 사랑이 아냐
그건 미련이 아냐
그냥 정이라고 하자
임마 네 말이 맞아
이건 사랑이 아냐
그냥 정리하고 가자"
그렇게 살아가는 것,허회경,"2,523","가시 같은 말을 내뱉고
날씨 같은 인생을 탓하고
또 사랑 같은 말을 다시 내뱉는 것
사랑 같은 말을 내뱉고
작은 일에 웃음 지어놓고선
또 상처 같은 말을 입에 담는 것
매일 이렇게 살아가는 게
가끔은 너무 서러워 나
익숙한 듯이 살아가는 게
가끔은 너무 무서워 나
돌아오는 차 안에서 그저
조용히 생각에 잠겨
정답을 찾아 헤매이다가
그렇게 눈을 감는 것
그렇게 잠에 드는 것
그렇게 잠에 드는 것
그렇게 살아 가는 것
그렇게 살아 가는 것
아아아아
아아아아
상처 같은 말을 내뱉고
예쁜 말을 찾아 헤매고선
한숨 같은 것을 깊게 내뱉는 것
쓰러지듯이 침대에 누워
가만히 눈을 감고서
다 괜찮다고 되뇌이다가
그렇게 잠에 드는 것
그렇게 꿈을 꾸는 것
그렇게 꿈을 꾸는 것
그렇게 살아가는 것
그렇게 살아가는 것
우우우우
우우우우
한숨 같은 것을 내뱉고
사람들을 찾아 꼭 안고선
사랑 같은 말을 다시 내뱉는 것"
첫사랑,백아(Baek A),"4,691","알아 내 맘에 조용히
문을 두드리면
눈에 뿌옇게 고여버린
널 흘려보내야 해
기억은 저 빠른
시곗바늘을 놓쳐
처음 널 알아본
마지막에 웃어보일거야
사선을 트는 저 빛은
날 향해 불을 피우고
재가 되지 않으려
난 돌아서지만
빈 갈피에 차오른
우리라는 색은
완벽할 필요 없이
아름다운 영화였어
우리가 머문 밤 사이
피어버린 심장소리에
밤 하늘의 별을 이어
널 그리는 걸
이 시간의 난
너와의 시간을 물 들이고
첫사랑이라는
이름으로 지어지나봐
저 별도 달도 사랑한
우리의 파란 하늘은
손 닿을 필요 없이 부서진
은하수인것 같아
우리가 머문 밤 사이
피어버린 심장소리에
밤 하늘의 별을 이어
널 그리는 걸
이 시간의 난
너와의 시간을 물 들이고
첫 사랑이라는
이름으로 지어지나봐
이 시간의 난
첫 사랑이라는
이름으로 지워지나봐"
사랑이 아닌 단어로 사랑을 말해요,siso(시소),971,"사랑이 아닌 단어로
사랑을 말해 주세요
그 눈빛에 다 보이게
날 표현해 줘요

우리만 아는 암호로
또 가장 깊은 곳으로
사랑이 아닌 단어로
사랑을 말해 주세요

우린 사랑해 란 말이 참 어렵잖아요
손발이 다 오그라드니까
하지만 괜찮아요
예정에 없던 키스를 하고
서로 빤히 보다가 웃음이 터지죠
그게 우리의

I love you, oh
I feel deeper than the love
별다를 것 없는 내 하루에
그대란 의미를 갖게 돼요
a thousands stars in the sky
하늘에 별을 따다 준다는 말이
It means not just love you
But more than love you

사랑이 아닌 단어로
사랑을 말해 주세요
그 눈빛에 다 보이게
날 표현해 줘요

우리만 아는 암호로
또 가장 깊은 곳으로
사랑이 아닌 단어로
사랑을 말해 주세요

그대 눈빛 나 하나 비출 때
빛바래지 않는 빛이 돼
우린 그 속에서 춤출 때
그걸 찬란함이라 부를래

아무도 따라 하지 못할
우리의 언어를 만들자
그대의 정직한 마음이
어설프다 해도 나 웃을게

눈 맞춰줘요
신경 써줘요
따라와 줘요
그대를 줘요

바라봐줘요
충분해줘요
기다려줘요
안아줘요

사랑이 아닌 단어로
사랑을 말해 주세요
그 눈빛에 다 보이게
날 표현해 줘요

우리만 아는 암호로
또 가장 깊은 곳으로
사랑이 아닌 단어로
사랑을 말해 주세요

사랑이 아닌 단어로
사랑을 말해 주세요
그 눈빛에 다 보이게"
오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽(MAKTUB),"12,941","별빛이 내린 밤
그 풍경 속 너와 나
날 새롭게 하는
따뜻하게 만드는
니 눈빛 니 미소
영원히 담아둘게
너로 가득한 맘
널 닮아가는 나
날 위한 선물
꿈보다 더 아름다운
서로의 품에서
끝 없는 밤을 걷자
나의 모든 날들을 다 주고싶어
내 이 맘을 모두 전하고 싶어
잠들지 못한
푸른 바람들
이렇게 밝게 이 밤을 비춰
너와 작은 일상을 함께 하는게
내 가장 큰 기쁨인걸 넌 알까
내 세상 속에
넌 빛이 되어
지금 모습 그대로 내 곁에만
행복이 짙은 날
어둠이 없는 밤
같은 맘 속에
같은 꿈이 피어난 건
우리의 정해진
운명이 맞닿은거야
나의 모든 날들을 다 주고싶어
내 이 맘을 모두 전하고 싶어
잠들지 못한
푸른 바람들
이렇게 밝게 이 밤을 비춰
너와 작은 일상을 함께 하는게
내 가장 큰 기쁨인걸 넌 알까
내 세상 속에
넌 빛이 되어
지금 모습 그대로 내 곁에만
내게 온 너란 빛이 눈 부셔도
네 앞에서 한 순간도 눈 감지 않아
다가올 시간도
계절의 바람도
널 데려가지 못하게
내가 더 좋은 사람이 되고 싶어
더 아름답게 널 안을 수 있게
잠들지 못한
잠들 수 없는
바람들이 널 부르고 있어
언제까지나 너와 함께 할거야
내 마지막 숨결도 너일거야
내 세상 속에
넌 빛이 되어
지금 모습 그대로 내 곁에만
이렇게 밝게 이 밤을 비춰"
밤하늘의 별을(2020),경서,"8,592","밤하늘의 별을 따서 너에게 줄래
너는 내가 사랑하니까 더 소중하니까
오직 너 아니면 안 된다고 외치고 싶어
그저 내 곁에만 있어줘 떠나지 말아줘
참 많이 어색했었죠 널 처음 만난 날
멀리서 좋아하다가 들킨 사람처럼
숨이 가득 차올라서 아무 말 하지 못했는데
너는 말 없이 웃으며 내 손 잡아줬죠
밤하늘의 별을 따서 너에게 줄래
너는 내가 사랑하니까 더 소중하니까
오직 너 아니면 안 된다고 외치고 싶어
그저 내 곁에만 있어줘 떠나지 말아줘
널 좋아하는 내 마음이 표현이 안 돼
꿈이 아니면 좋겠어 자꾸 웃음 나와
내 모든 걸 다 준대도 너에겐 아깝질 않아
이 순간이 영원하길 난 정말 행복해
밤하늘의 별을 따서 너에게 줄래
너는 내가 사랑하니까 더 소중하니까
오직 너 아니면 안 된다고 외치고 싶어
그저 내 곁에만 있어줘 떠나지 말아줘
그저 내 곁에만 있어줘 떠나지 말아줘
많고 많은 사람 중에 너를 만나서
행복하고 싶어 두 번 다시 울지 않을래
오직 내 눈에는 너만 보여 나를 아껴줘
이제부터 혼자가 아니야 우린 함께니까
나나나 난난 난난나
나나나 난난 난난나
나 나나나 난난 난난나 나나난나"
"기다린 만큼, 더",검정치마,"12,088","왜 그리 내게 차가운가요
사랑이 그렇게 쉽게 변하는 거였나요
내가 뭔가 잘못했나요
그랬다면 미안합니다
그대는 내가 불쌍한가요
어떻게라도 그대 곁에
남아있고싶은게
내 맘이라면 알아줄래요?
그렇다면 대답해줘요
그대가 숨겨왔던 아픈 상처들 다
다 내게 옮겨주세요
지치지 않고 슬퍼할수있게 나를
좀 더 가까이 둬요
사실 난 지금 기다린 만큼 더
기다릴수 있지만
왠지 난 지금 이순간이 우리의
마지막일 것 같아
사실 난 지금 기다린 만큼 더
기다릴수 있지만
왠지 난 지금 이순간이 우리의
마지막일 것 같아"
"잘 지내자, 우리",최유리,"2,368","마음을 다 보여줬던 너와는 다르게
지난 사랑에 겁을 잔뜩 먹은 나는
뒷걸음질만 쳤다

너는 다가오려 했지만
분명 언젠가 떠나갈 것이라 생각해
도망치기만 했다

같이 구름 걸터앉은 나무 바라보며
잔디밭에 누워 한쪽 귀로만 듣던 달콤한 노래들이
쓰디쓴 아픔이 되어 다시 돌아올 것만 같아

분명 언젠가 다시 스칠 날 있겠지만
모른 척 지나가겠지
최선을 다한 넌 받아들이겠지만
서툴렀던 나는 아직도 기적을 꿈꾼다

눈 마주치며 그땐 미안했었다고
용서해달라고 얘기하는 날
그때까지 잘 지내자 우리

지금 생각해보면 그까짓 두려움
내가 바보 같았지 하며
솔직해질 자신 있으니
돌아오기만 하면 좋겠다

분명 언젠가 다시 스칠 날 있겠지만
모른 척 지나가겠지
최선을 다한 넌 받아들이겠지만
서툴렀던 나는 아직도 기적을 꿈꾼다

눈 마주치며 그땐 미안했었다고
용서해달라고 얘기하는 날
그때까지 잘 지내자 우리, 우리

눈 마주치며 그땐 미안했다고
용서해달라고 이야기하는 날

그때까지
잘 지내자
우리"
흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,"17,907","흔들리는 꽃들 속에서
네 샴푸향이 느껴진거야
스쳐지나간건가 뒤돌아보지만
그냥 사람들만 보이는거야
다와가는 집근처에서
괜히 핸드폰만 만지는거야
한번 연락해 볼까 용기내 보지만
그냥 내 마음만 아쉬운 거야
걷다가 보면 항상 이렇게
너를 바라만 보던
너를 기다린다고 말할까
지금 집앞에 계속 이렇게
너를 아쉬워 하다 너를 연락했다 할까
지나치는 꽃들 속에서
네 샴푸향만 보이는거야
스쳐지나간건가 뒤 돌아보지만
그냥 내 마음만 바빠진거야
걷다가 보면 항상 이렇게
너를 바라만 보던 너를 기다린다고 말할까
지금 집앞에 계속 이렇게
너를 아쉬워 하다 너를 연락했다 할까
어떤 계절이 너를 우연히라도
너를 마주치게 할까
난 이대로 아쉬워하다
너를 바라만 보던 너를
기다리면서 아무말 못하고
그리워만 할까
걷다가 보면 항상 이렇게
너를 바라만 보던
너를 생각한다고 말할까
지금 집앞에 기다리고
때론 지나치고 다시 기다리는
꽃이 피는 거리에 보고파라 이밤에
걷다가 보면 항상 이렇게
너를 아쉬워 하다
너를 기다린다고 말할까
지금 집앞에 계속 이렇게
너를 아쉬워 하다
너를 연락했다 할까"
선물,멜로망스(MeloMance),"27,779","빛이 들어오면 자연스레 뜨던 눈 
그렇게 너의 눈빛을 보곤
사랑에 눈을 떴어

항상 알고 있던 것들도 어딘가
새롭게 바뀐 것 같아
남의 얘기 같던 설레는 일들이
내게 일어나고 있어

나에게만 준비된 선물 같아
자그마한 모든 게 커져만 가
항상 평범했던 일상도
특별해지는 이 순간

별생각 없이 지나치던 것들이
이제는 마냥 내겐 예뻐 보이고
내 맘을 설레게 해

항상 어두웠던 것들도 어딘가
빛나고 있는 것 같아
남의 얘기 같던 설레는 일들이
내게 일어나고 있어

나에게만 준비된 선물 같아
자그마한 모든 게 커져만 가
항상 평범했던 일상도
특별해지는 이 순간

너를 알게 된 뒤 보이는
모든 것들이 너무 예뻐 보여
그렇게 신난 아이처럼
순수한 사람이 된 것 같아

나에게만 준비된 선물 같아
자그마한 모든 게 커져만 가
항상 평범했던 일상도
특별해지는 이 순간
깊은 사랑에 빠진 순간"
사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네,잔나비,"10,873","사랑하긴 했었나요
스쳐가는 인연이었나요 짧지 않은
우리 함께했던 시간들이
자꾸 내 마음을 가둬두네
누가 내 가슴에다 불을 질렀나
누가 내 심장에다 못을 박았나
그대의 눈빛은 날 얼어붙게 해
그대여 다시 내게 마음을 주오
ooh ooh baby I need you
사랑하긴 했었나요
스쳐가는 인연이었나요 짧지 않은
우리 함께했던 시간들이
자꾸 내 마음을 가둬두네
love you love you love again
love again with you
짧지 않은 우리 함께했던 시간들이
자꾸 내 마음을 가둬두네
ooh ooh baby I need you
당신은 도대체가 누구 시길레
당신께 내가 무슨 죄를 졌길레
쉽사리 내 맘을 준 죄밖엔 없는데
내 님아 다시 내게 믿음을 주오
ooh ooh baby I need you
사랑하긴 했었나요
스쳐가는 인연이었나요 짧지 않은
우리 함께했던 시간들이
자꾸 내 마음을 가둬두네
love you love you love again
love again with you
짧지 않은 우리 함께했던 시간들이
자꾸 내 마음을 가둬두네
ooh ooh baby I need you
맘 같아선 널 내 방에 가두고
널 내 품에 안고서 baby I love you
내가 어쩌다 이 지경에
이런 몹쓸 생각까지 하는지
찬물마시고 정신 차리자
어차피 넌 떠났으니까
사랑하긴 했었나요
스쳐가는 인연이었나요 짧지 않은
우리 함께했던 시간들이
자꾸 내 마음을 가둬두네
love you love you love again
love again with you
짧지 않은 우리 함께했던 시간들이
자꾸 내 마음을 가둬두네
love you love you love again
love again with you
love you love you love again
love again with you"
그댄 행복에 살텐데 (2022),최유리,"1,717","혼자인 시간이 싫어
시계를 되돌려 봤죠
앞으로 앞으로
그대를 만나게
그러다 또 하루만 갔죠
다시 돌아와 줄 거라고
나보다 아파할 거라고
내 맘이 내 맘을
눈물이 눈물을
다독이며 보내온 거죠
넌 나를 버렸다는
미안함도 잊고
그댄 행복에 살 텐데
왜 또 생각하니
왜 또 전화기를 보니
왜 그 사진은 다시 꺼냈니
왜 또 멍해졌니 닮은
뒷모습을 봤니
왜 나를 버린 사람
잊지 못하니
그대 스쳐갔던 흔적이
그대 할퀴고 간 상처가
너무나 많아서
자꾸만 아파서
눈물도 알아서 흐르죠
또 나를 버렸다는
미안함도 잊고
그댄 행복에 살 텐데
왜 또 생각하니
왜 또 전화기를 보니
왜 그 사진은 다시 꺼냈니
왜 또 멍해졌니 닮은
뒷모습을 봤니
왜 나를 버린 사람
잊지 못하니
사랑 같은 건
영원 같은 건
내겐 없잖아
왜 또 생각하니
왜 또 전화기를 보니
왜 그 사진은 다시 꺼냈니
왜 또 멍해졌니 닮은
뒷모습을 봤니
왜 나를 버린 사람
잊지 못하니"
나아지지 않는 날 데리고 산다는 건,Mingginyu (밍기뉴),675,"난 모든 게 너무 지쳐서 내려놓으려고 했는데
왜 나는 나아지지가 않는 걸까
오늘도 혼자 우울해하고 있는 나인데
왜 아무도 알아채지 못하는가
나아지지 않는 날 데리고 산다는 건
아파하는 나를 또 달래줘야 하는 것도
나아지지 않는 날 데리고 산다는 건
너무나 힘든 일인 것 같아
너무나 외로운 삶인 것 같아
너무 난 외로운 사람 같아
난 더 이상 아무것도 큰 위로가 안돼서
기대조차 안 하려 했었는데
왜 내게 자꾸 사랑을 안겨다 주는 걸까
나는 돌려줄 수도 없는데
나아지지 않는 날 곁에 두고 사는 건
아파하는 나를 또 달래줘야 하는 건
틈만 나면 우는 날 안아줘야 하는 건
너무나 고된 일 일 거야
너도 날 불쌍히 여길 거야
너무 난 외로운 사람이니까"
